disease,date,count
anus-questions,2014-07,15
anxiety-questions,2014-07,22
aorta-questions,2014-07,4
armpit-questions,2014-07,5
arm-questions,2014-07,34
arrhythmia-questions,2014-07,2
artery-questions,2014-07,5
arthritis-questions,2014-07,8
aspirin-questions,2014-07,7
asthma-questions,2014-07,4
astigmatism-questions,2014-07,2
atrophy-questions,2014-07,2
attention-deficit-hyperactivity-disorder-questions,2014-07,2
baby-questions,2014-07,20
back-pain-questions,2014-07,16
bacterial-vaginosis-questions,2014-07,3
bacterium-questions,2014-07,8
bad-breath-questions,2014-07,2
belch-questions,2014-07,2
bells-palsy-questions,2014-07,2
belly-button-questions,2014-07,2
beverages-questions,2014-07,4
big-toe-questions,2014-07,3
biopsy-questions,2014-07,2
birth-control-pill-questions,2014-07,6
birth-control-questions,2014-07,29
birth-questions,2014-07,6
bladder-cancer-questions,2014-07,2
bladder-questions,2014-07,19
bladder-stone-questions,2014-07,2
blindness-questions,2014-07,2
blister-questions,2014-07,10
bloating-questions,2014-07,14
blood-clot-questions,2014-07,9
blood-loss-questions,2014-07,2
blood-pressure-questions,2014-07,25
bloodshot-eye-questions,2014-07,6
blood-sugar-questions,2014-07,7
blood-test-questions,2014-07,2
blood-thinner-questions,2014-07,10
boil-questions,2014-07,2
bone-marrow-questions,2014-07,2
bowel-movement-questions,2014-07,17
bow-leg-questions,2014-07,5
brain-questions,2014-07,6
breast-biopsy-questions,2014-07,2
breast-cancer-questions,2014-07,2
breastfeed-questions,2014-07,3
breast-questions,2014-07,31
bruise-questions,2014-07,32
bunion-questions,2014-07,2
burn-questions,2014-07,25
buttocks-questions,2014-07,3
caffeine-questions,2014-07,4
calamine-questions,2014-07,2
calf-questions,2014-07,6
calorie-questions,2014-07,10
cancer-questions,2014-07,21
canker-sore-questions,2014-07,2
cardiac-arrest-questions,2014-07,3
carpal-tunnel-syndrome-questions,2014-07,3
castor-oil-questions,2014-07,4
catheter-questions,2014-07,2
cat-scan-questions,2014-07,2
cats-questions,2014-07,17
cavity-questions,2014-07,2
celiac-disease-questions,2014-07,2
cereal-questions,2014-07,2
chest-questions,2014-07,17
chlamydia-questions,2014-07,12
cholesterol-questions,2014-07,12
chondromalacia-patella-questions,2014-07,2
chronic-obstructive-pulmonary-disease-questions,2014-07,2
circulation-questions,2014-07,2
circumcision-questions,2014-07,3
cirrhosis-questions,2014-07,2
clitoris-questions,2014-07,4
cocaine-questions,2014-07,2
coconut-oil-questions,2014-07,2
coldness-questions,2014-07,9
cold-questions,2014-07,1
cold-sore-questions,2014-07,2
colitis-questions,2014-07,4
colon-cancer-questions,2014-07,2
colonoscopy-questions,2014-07,1
colon-questions,2014-07,2
concentration-questions,2014-07,2
conception-questions,2014-07,4
concussion-questions,2014-07,12
condom-questions,2014-07,19
confusion-questions,2014-07,6
consciousness-questions,2014-07,2
constipation-questions,2014-07,12
cooking-questions,2014-07,4
corpulence-questions,2014-07,8
cortisone-questions,2014-07,8
cough-questions,2014-07,8
cramps-questions,2014-07,30
craving-questions,2014-07,3
creatinine-questions,2014-07,2
crohns-disease-questions,2014-07,2
crying-questions,2014-07,8
cuts-questions,2014-07,4
cyst-questions,2014-07,5
degenerative-disc-disease-questions,2014-07,2
dementia-questions,2014-07,1
depression-questions,2014-07,9
dermatitis-questions,2014-07,5
diabetes-questions,2014-07,29
diarrhea-questions,2014-07,7
diet-pills-questions,2014-07,2
diet-questions,2014-07,34
disc-herniation-questions,2014-07,2
dislocation-questions,2014-07,2
diverticulitis-questions,2014-07,3
dizziness-questions,2014-07,17
dog-questions,2014-07,12
double-vision-questions,2014-07,2
drainage-questions,2014-07,10
drinking-questions,2014-07,40
drowning-questions,2014-07,2
drowsiness-questions,2014-07,2
drug-questions,2014-07,10
drug-test-questions,2014-07,4
dry-macular-degeneration-questions,2014-07,2
dry-skin-questions,2014-07,8
dysentery-questions,2014-07,3
dyshidrotic-eczema-questions,2014-07,2
ear-drum-questions,2014-07,2
ear-infection-questions,2014-07,6
ears-questions,2014-07,20
edema-questions,2014-07,2
ejaculation-questions,2014-07,36
elbow-questions,2014-07,15
electric-shock-questions,2014-07,2
emergency-room-questions,2014-07,5
endometriosis-questions,2014-07,2
endoscopy-questions,2014-07,2
epilepsy-questions,2014-07,2
erectile-dysfunction-questions,2014-07,3
erection-questions,2014-07,20
esophageal-spasm-questions,2014-07,2
esophagus-questions,2014-07,2
estrogen-questions,2014-07,6
exercise-questions,2014-07,23
exposure-questions,2014-07,10
eyelid-questions,2014-07,2
eyes-questions,2014-07,47
failure-to-thrive-questions,2014-07,2
fallopian-tube-questions,2014-07,2
family-questions,2014-07,7
fatigue-questions,2014-07,14
fatty-liver-disease-questions,2014-07,3
fear-questions,2014-07,14
feeding-questions,2014-07,9
fertility-questions,2014-07,3
fever-questions,2014-07,14
fiber-questions,2014-07,5
fibromyalgia-questions,2014-07,8
fig-questions,2014-07,3
finger-questions,2014-07,15
flatulence-questions,2014-07,1
food-allergy-questions,2014-07,2
food-questions,2014-07,43
foot-questions,2014-07,55
forearm-questions,2014-07,8
forehead-questions,2014-07,4
foreskin-questions,2014-07,8
fracture-questions,2014-07,7
fruit-questions,2014-07,4
fuzziness-questions,2014-07,2
gallbladder-questions,2014-07,5
garlic-questions,2014-07,6
gastritis-questions,2014-07,4
gastroparesis-questions,2014-07,3
genital-herpes-questions,2014-07,2
genitalia-questions,2014-07,5
genital-wart-questions,2014-07,2
ginger-questions,2014-07,2
gout-questions,2014-07,4
grayness-questions,2014-07,2
grief-questions,2014-07,2
hair-loss-questions,2014-07,3
hair-questions,2014-07,26
hamstring-questions,2014-07,2
hand-questions,2014-07,38
hay-fever-questions,2014-07,2
headache-questions,2014-07,21
head-injury-questions,2014-07,2
head-questions,2014-07,39
healing-questions,2014-07,26
healthy-eating-questions,2014-07,2
heart-attack-questions,2014-07,18
heart-questions,2014-07,32
height-questions,2014-07,3
hematospermia-questions,2014-07,3
hemochromatosis-questions,2014-07,2
hemoglobin-questions,2014-07,3
hepatitis-b-questions,2014-07,1
hepatitis-c-questions,2014-07,2
hernia-questions,2014-07,4
herniated-disc-questions,2014-07,2
herniated-disk-questions,2014-07,3
herpes-questions,2014-07,10
hiatal-hernia-questions,2014-07,2
high-blood-pressure-questions,2014-07,4
high-cholesterol-questions,2014-07,3
hike-questions,2014-07,2
hip-replacement,2014-07,2
hives-questions,2014-07,2
hiv-questions,2014-07,2
hormone-imbalance-questions,2014-07,3
hormone-questions,2014-07,7
hot-flash-questions,2014-07,2
human-papillomavirus-questions,2014-07,2
hunger-questions,2014-07,6
hypoglycemia-questions,2014-07,2
hypothyroidism-questions,2014-07,6
hysterectomy-questions,2014-07,8
ibuprofen-questions,2014-07,2
icing-questions,2014-07,5
impetigo-questions,2014-07,2
index-finger-questions,2014-07,4
infant-questions,2014-07,4
infertility-questions,2014-07,8
inflammation-questions,2014-07,8
inhaler-questions,2014-07,3
injection-questions,2014-07,23
injury-questions,2014-07,13
insomnia-questions,2014-07,5
insurance-questions,2014-07,13
interstitial-cystitis-questions,2014-07,2
intestine-questions,2014-07,3
iron-questions,2014-07,2
irregularity-questions,2014-07,6
irritable-bowel-syndrome-questions,2014-07,2
itch-questions,2014-07,14
jaw-questions,2014-07,2
juice-questions,2014-07,4
kidney-failure-questions,2014-07,3
kidney-infection-questions,2014-07,2
kidney-questions,2014-07,13
kidney-stone-questions,2014-07,2
knee-pain-questions,2014-07,2
knee-questions,2014-07,26
labor-questions,2014-07,4
lactose-questions,2014-07,5
laparoscopic-surgery-questions,2014-07,2
leg-questions,2014-07,72
libido-questions,2014-07,2
lice-questions,2014-07,4
ligament-questions,2014-07,2
lightheadedness-questions,2014-07,2
lime-questions,2014-07,2
lip-questions,2014-07,10
liver-questions,2014-07,9
lotion-questions,2014-07,4
lump-questions,2014-07,10
lung-questions,2014-07,10
lupus-questions,2014-07,2
lymph-node-questions,2014-07,10
magnetic-resonance-imaging-questions,2014-07,4
mammogram-questions,2014-07,3
marijuana-questions,2014-07,2
massage-questions,2014-07,6
masturbation-questions,2014-07,27
meal-questions,2014-07,8
meat-questions,2014-07,4
melatonin-questions,2014-07,2
meniscus-questions,2014-07,2
menopause-questions,2014-07,26
menstrual-cramp-questions,2014-07,2
menstrual-questions,2014-07,2
mercury-poisoning-questions,2014-07,2
migraine-questions,2014-07,20
milk-questions,2014-07,4
miscarriage-questions,2014-07,7
mold-questions,2014-07,2
mole-questions,2014-07,4
molluscum-contagiosum-questions,2014-07,2
mood-swing-questions,2014-07,2
morning-after-pill-questions,2014-07,2
mouth-questions,2014-07,48
movement-questions,2014-07,43
mucus-questions,2014-07,7
muscle-questions,2014-07,23
myelogram-questions,2014-07,2
nail-questions,2014-07,9
naproxen-questions,2014-07,2
narcotic-questions,2014-07,7
nausea-questions,2014-07,20
neck-questions,2014-07,28
nephrectomy-questions,2014-07,2
nerve-block-questions,2014-07,2
nerve-questions,2014-07,8
nervousness-questions,2014-07,2
neuropathy-questions,2014-07,12
newborn-questions,2014-07,8
nicotine-questions,2014-07,2
nipple-questions,2014-07,3
nodule-questions,2014-07,3
nose-questions,2014-07,25
nsaid-questions,2014-07,2
numbness-questions,2014-07,1
oil-questions,2014-07,4
olive-questions,2014-07,2
onion-questions,2014-07,2
orange-questions,2014-07,3
orgasm-questions,2014-07,7
osteoarthritis-questions,2014-07,2
ovary-questions,2014-07,10
over-the-counter-questions,2014-07,9
ovulation-questions,2014-07,17
oxygen-questions,2014-07,2
pacemaker-questions,2014-07,1
pain-management-questions,2014-07,7
pain-questions,2014-07,243
pain-relief-questions,2014-07,2
palpitation-questions,2014-07,3
pancreas-questions,2014-07,2
pancreatitis-questions,2014-07,2
panic-attack-questions,2014-07,2
pasta-questions,2014-07,2
peach-questions,2014-07,3
peanut-butter-questions,2014-07,2
pea-questions,2014-07,6
pelvic-area-questions,2014-07,3
pelvic-exam-questions,2014-07,2
pelvis-questions,2014-07,10
penis-questions,2014-07,85
pepper-questions,2014-07,2
period-questions,2014-07,167
peripheral-neuropathy-questions,2014-07,1
pets-questions,2014-07,2
pharyngitis-questions,2014-07,4
physical-therapy-questions,2014-07,2
piercing-questions,2014-07,4
pilonidal-cyst-questions,2014-07,2
pinched-nerve-questions,2014-07,2
pink-eye-questions,2014-07,4
placenta-questions,2014-07,2
plant-questions,2014-07,2
plaque-questions,2014-07,4
pneumonia-questions,2014-07,6
poison-ivy-questions,2014-07,4
polycystic-ovarian-syndrome-questions,2014-07,2
polyp-questions,2014-07,6
post-nasal-drip-questions,2014-07,3
postpartum-depression-questions,2014-07,2
potassium-questions,2014-07,2
pregnancy-questions,2014-07,155
pregnancy-test-questions,2014-07,21
premenstrual-syndrome-questions,2014-07,2
pressure-questions,2014-07,11
primary-biliary-cirrhosis-questions,2014-07,2
prostate-cancer-questions,2014-07,4
prostate-questions,2014-07,2
protein-questions,2014-07,2
psoriasis-questions,2014-07,2
pubic-lice-questions,2014-07,4
pulse-questions,2014-07,6
puncture-questions,2014-07,2
puncture-wound-questions,2014-07,3
pupil-questions,2014-07,2
quit-smoking-questions,2014-07,3
rabies-questions,2014-07,4
rash-questions,2014-07,15
reaction-questions,2014-07,2
rectum-questions,2014-07,3
restless-leg-syndrome-questions,2014-07,4
restlessness-questions,2014-07,8
rheumatoid-arthritis-questions,2014-07,4
rotator-cuff-questions,2014-07,2
running-questions,2014-07,16
salad-questions,2014-07,6
salt-questions,2014-07,5
scabies-questions,2014-07,4
scalp-questions,2014-07,4
scar-questions,2014-07,4
sciatica-questions,2014-07,8
scoliosis-questions,2014-07,2
scrotum-questions,2014-07,6
second-hand-smoke-questions,2014-07,2
seeds-questions,2014-07,2
sepsis-questions,2014-07,2
serotonin-questions,2014-07,4
sexual-intercourse-questions,2014-07,71
sexually-transmitted-disease-questions,2014-07,2
shaving-questions,2014-07,2
shingles-questions,2014-07,8
short-stature-questions,2014-07,14
shoulder-questions,2014-07,18
sinus-infection-questions,2014-07,7
sinus-questions,2014-07,12
skin-cancer-questions,2014-07,4
skin-questions,2014-07,44
sleep-disorder-questions,2014-07,2
smell-questions,2014-07,19
smoking-questions,2014-07,16
snorer-questions,2014-07,3
soda-questions,2014-07,4
sodium-questions,2014-07,5
sore-questions,2014-07,6
sore-throat-questions,2014-07,7
soy-questions,2014-07,2
spasm-questions,2014-07,10
sperm-questions,2014-07,14
spider-bite-questions,2014-07,2
spinal-stenosis-questions,2014-07,2
spine-questions,2014-07,4
splint-questions,2014-07,3
spotting-questions,2014-07,27
sprain-questions,2014-07,4
staph-infection-questions,2014-07,2
std-test-questions,2014-07,4
stem-cell-questions,2014-07,2
stem-cell-treatment-questions,2014-07,2
stent-questions,2014-07,2
steroid-questions,2014-07,3
stiff-person-syndrome-questions,2014-07,2
sting-questions,2014-07,2
stitches-questions,2014-07,4
stomach-questions,2014-07,55
strep-throat-questions,2014-07,3
stress-questions,2014-07,27
stroke-questions,2014-07,2
sty-questions,2014-07,3
sunburn-questions,2014-07,6
sunflower-questions,2014-07,6
supplement-questions,2014-07,8
surgery-questions,2014-07,45
swallow-questions,2014-07,11
sweating-questions,2014-07,16
swelling-questions,2014-07,85
tailbone-questions,2014-07,3
tampon-questions,2014-07,7
tapeworm-infection-questions,2014-07,2
taste-questions,2014-07,10
tattoo-questions,2014-07,2
tea-questions,2014-07,2
temperature-questions,2014-07,4
tenderness-questions,2014-07,10
tendinitis-questions,2014-07,2
tendonitis-questions,2014-07,4
tendon-questions,2014-07,6
tennis-elbow-questions,2014-07,5
testicle-questions,2014-07,23
testicular-cancer-questions,2014-07,2
testosterone-questions,2014-07,4
thigh-questions,2014-07,11
thirst-questions,2014-07,2
thoracotomy-questions,2014-07,2
throat-questions,2014-07,28
thrush-questions,2014-07,1
thumb-questions,2014-07,4
thyroid-questions,2014-07,8
tightness-questions,2014-07,6
tinnitus-questions,2014-07,2
toddler-questions,2014-07,4
toenail-fungus-questions,2014-07,3
toe-questions,2014-07,9
tongue-questions,2014-07,19
tonsillectomy-questions,2014-07,7
tonsil-questions,2014-07,8
tooth-questions,2014-07,21
transplant-questions,2014-07,6
trauma-questions,2014-07,10
travel-questions,2014-07,6
trigger-finger-questions,2014-07,2
triglyceride-questions,2014-07,4
tubal-ligation-questions,2014-07,3
tumor-questions,2014-07,2
ulcer-questions,2014-07,6
ultrasound-questions,2014-07,7
urethra-questions,2014-07,2
urinalysis-questions,2014-07,2
urinary-tract-infection-questions,2014-07,3
urination-questions,2014-07,6
uterus-questions,2014-07,6
vaccination-questions,2014-07,8
vaginal-discharge-questions,2014-07,7
vaginal-yeast-infection-questions,2014-07,3
vagina-questions,2014-07,47
varicocele-questions,2014-07,2
vasectomy-questions,2014-07,4
vegetable-questions,2014-07,2
vein-questions,2014-07,8
vinegar-questions,2014-07,2
virus-questions,2014-07,6
vision-questions,2014-07,78
vitamin-c-questions,2014-07,2
vitamin-d-questions,2014-07,4
vitamin-questions,2014-07,9
vomit-questions,2014-07,13
waist-questions,2014-07,3
walking-questions,2014-07,12
wart-questions,2014-07,2
weakness-questions,2014-07,10
weight-gain-questions,2014-07,13
weight-loss-questions,2014-07,6
weight-questions,2014-07,23
wheat-questions,2014-07,2
whole-wheat-questions,2014-07,2
wine-questions,2014-07,2
wisdom-tooth-questions,2014-07,5
workout-questions,2014-07,6
wound-questions,2014-07,8
wrist-pain-questions,2014-07,2
wrist-questions,2014-07,7
yeast-infection-questions,2014-07,28
yoga-questions,2014-07,2
yogurt-questions,2014-07,2
zinc-oxide-questions,2014-07,6
abdominal-pain-questions,2014-08,2
abortion-questions,2014-08,8
abscess-questions,2014-08,2
acetaminophen-questions,2014-08,2
acne-questions,2014-08,10
aggressive-behavior-questions,2014-08,2
aids-questions,2014-08,1
alcoholism-questions,2014-08,2
allergic-reaction-questions,2014-08,2
allergy-questions,2014-08,2
almond-questions,2014-08,2
alopecia-questions,2014-08,2
ammonia-questions,2014-08,2
amoxicillin-questions,2014-08,4
anal-fissure-questions,2014-08,3
anemia-questions,2014-08,2
anger-questions,2014-08,3
ankle-questions,2014-08,8
antibiotic-questions,2014-08,23
antibiotic-use-questions,2014-08,3
anus-questions,2014-08,5
anxiety-questions,2014-08,8
aorta-questions,2014-08,2
appendicitis-questions,2014-08,2
armpit-questions,2014-08,2
arm-questions,2014-08,13
arrhythmia-questions,2014-08,2
arthritis-questions,2014-08,2
aspirin-questions,2014-08,2
atrophy-questions,2014-08,2
attention-deficit-hyperactivity-disorder-questions,2014-08,4
autism-questions,2014-08,2
baby-questions,2014-08,26
back-pain-questions,2014-08,12
bacterial-vaginosis-questions,2014-08,4
bacterium-questions,2014-08,4
bedbug-questions,2014-08,2
bee-sting-questions,2014-08,4
belly-button-questions,2014-08,4
benign-questions,2014-08,4
bicep-questions,2014-08,2
biopsy-questions,2014-08,4
bipolar-disorder-questions,2014-08,5
birth-control-pill-questions,2014-08,6
birth-control-questions,2014-08,61
black-eye-questions,2014-08,2
bladder-questions,2014-08,9
blister-questions,2014-08,5
blood-clot-questions,2014-08,3
blood-pressure-questions,2014-08,6
blood-sugar-questions,2014-08,1
blood-test-questions,2014-08,11
bowel-movement-questions,2014-08,14
brain-aneurysm-questions,2014-08,2
brain-questions,2014-08,4
breast-cancer-questions,2014-08,4
breastfeed-questions,2014-08,2
breast-questions,2014-08,41
broken-toe-questions,2014-08,2
bronchitis-questions,2014-08,2
bruise-questions,2014-08,4
burn-questions,2014-08,17
buttocks-questions,2014-08,2
calcium-questions,2014-08,3
calf-questions,2014-08,4
calorie-questions,2014-08,3
cancer-questions,2014-08,10
canker-sore-questions,2014-08,2
carpal-tunnel-syndrome-questions,2014-08,6
cats-questions,2014-08,5
cavity-questions,2014-08,2
cellulitis-questions,2014-08,2
cereal-questions,2014-08,3
cerebral-palsy-questions,2014-08,2
cervical-cancer-questions,2014-08,1
chemotherapy-questions,2014-08,5
chest-questions,2014-08,18
chlamydia-questions,2014-08,4
cholesterol-questions,2014-08,6
chronic-obstructive-pulmonary-disease-questions,2014-08,2
circumcision-questions,2014-08,4
cirrhosis-questions,2014-08,6
cocaine-questions,2014-08,4
coffee-questions,2014-08,2
coldness-questions,2014-08,4
cold-questions,2014-08,2
cold-sore-questions,2014-08,2
colon-cancer-questions,2014-08,2
colonoscopy-questions,2014-08,4
colon-questions,2014-08,2
concentration-questions,2014-08,7
conception-questions,2014-08,3
concussion-questions,2014-08,2
condom-questions,2014-08,21
confusion-questions,2014-08,6
congestive-heart-failure-questions,2014-08,4
constipation-questions,2014-08,4
contusion-questions,2014-08,2
corpulence-questions,2014-08,8
cough-questions,2014-08,3
cramps-questions,2014-08,13
cranberry-questions,2014-08,2
crohns-disease-questions,2014-08,5
crying-questions,2014-08,4
cuts-questions,2014-08,3
cystic-fibrosis-questions,2014-08,2
cyst-questions,2014-08,2
dairy-questions,2014-08,2
dehydration-questions,2014-08,6
dental-questions,2014-08,2
depression-questions,2014-08,20
diabetes-questions,2014-08,12
diarrhea-questions,2014-08,7
diet-questions,2014-08,7
dizziness-questions,2014-08,7
dog-questions,2014-08,16
drainage-questions,2014-08,8
drinking-questions,2014-08,28
drug-overdose-questions,2014-08,2
drug-questions,2014-08,11
drug-test-questions,2014-08,8
eardrum-questions,2014-08,2
ear-drum-questions,2014-08,2
ear-infection-questions,2014-08,2
ears-questions,2014-08,13
eating-disorder-questions,2014-08,3
edema-questions,2014-08,2
ejaculation-questions,2014-08,22
elbow-questions,2014-08,5
emergency-room-questions,2014-08,3
endoscopy-questions,2014-08,2
enema-questions,2014-08,2
erectile-dysfunction-questions,2014-08,2
erection-questions,2014-08,12
erosion-questions,2014-08,2
estrogen-questions,2014-08,4
exercise-questions,2014-08,5
exercise-stress-test-questions,2014-08,2
eyelid-questions,2014-08,2
eyes-questions,2014-08,24
fallopian-tube-questions,2014-08,2
family-questions,2014-08,11
fatigue-questions,2014-08,5
fatty-liver-disease-questions,2014-08,2
fear-questions,2014-08,6
feeding-questions,2014-08,2
fertility-questions,2014-08,9
fetus-questions,2014-08,8
fever-questions,2014-08,16
fiber-questions,2014-08,2
fingernail-questions,2014-08,4
finger-questions,2014-08,14
fish-questions,2014-08,4
fissure-questions,2014-08,3
flatulence-questions,2014-08,2
flu-questions,2014-08,4
food-poisoning-questions,2014-08,2
food-questions,2014-08,25
foot-questions,2014-08,14
forehead-questions,2014-08,5
foreskin-questions,2014-08,14
fracture-questions,2014-08,3
fruit-questions,2014-08,2
gallbladder-removal-questions,2014-08,2
gastric-bypass-surgery-questions,2014-08,2
genital-herpes-questions,2014-08,9
genitalia-questions,2014-08,5
glaucoma-questions,2014-08,2
grief-questions,2014-08,2
hair-loss-questions,2014-08,3
hair-questions,2014-08,14
hamstring-questions,2014-08,3
hand-questions,2014-08,38
headache-questions,2014-08,20
head-questions,2014-08,27
healing-questions,2014-08,13
health-insurance,2014-08,2
heart-questions,2014-08,16
height-questions,2014-08,2
hematoma-questions,2014-08,2
hernia-questions,2014-08,4
herniated-disk-questions,2014-08,2
herpes-questions,2014-08,13
high-blood-pressure-questions,2014-08,6
high-cholesterol-questions,2014-08,10
hives-questions,2014-08,1
hormone-questions,2014-08,6
hot-flash-questions,2014-08,2
human-papillomavirus-questions,2014-08,4
hypersensitivity-questions,2014-08,3
hypothyroidism-questions,2014-08,6
hysterectomy-questions,2014-08,7
ibuprofen-questions,2014-08,2
infant-questions,2014-08,6
infertility-questions,2014-08,4
inflammation-questions,2014-08,3
infusion-questions,2014-08,2
inhaler-questions,2014-08,2
injection-questions,2014-08,8
injury-questions,2014-08,13
insomnia-questions,2014-08,3
insulin-questions,2014-08,2
insurance-questions,2014-08,12
intestine-questions,2014-08,2
iodine-questions,2014-08,2
iron-questions,2014-08,2
irregularity-questions,2014-08,8
itch-questions,2014-08,18
jaundice-questions,2014-08,2
jelly-questions,2014-08,3
jock-itch-questions,2014-08,4
kidney-cancer-questions,2014-08,2
kidney-disease-questions,2014-08,2
kidney-questions,2014-08,9
kidney-stone-questions,2014-08,4
knee-questions,2014-08,11
leg-questions,2014-08,40
libido-questions,2014-08,9
ligament-questions,2014-08,1
lightheadedness-questions,2014-08,2
limb-questions,2014-08,6
liver-questions,2014-08,13
long-term-effect-questions,2014-08,2
lump-questions,2014-08,22
lung-cancer-questions,2014-08,1
lung-questions,2014-08,2
lymph-node-questions,2014-08,4
magnetic-resonance-imaging-questions,2014-08,3
mammogram-questions,2014-08,2
manic-depressive-questions,2014-08,5
marijuana-questions,2014-08,4
massage-questions,2014-08,2
masturbation-questions,2014-08,24
meal-questions,2014-08,2
meat-questions,2014-08,2
medicaid,2014-08,2
medicare-questions,2014-08,5
melanoma-questions,2014-08,2
melatonin-questions,2014-08,2
menopause-questions,2014-08,2
menstrual-questions,2014-08,2
metabolism-questions,2014-08,2
migraine-questions,2014-08,5
milk-questions,2014-08,8
miscarriage-questions,2014-08,7
molar-questions,2014-08,2
mole-questions,2014-08,5
mononucleosis-questions,2014-08,2
mood-swing-questions,2014-08,2
mouth-questions,2014-08,12
movement-questions,2014-08,22
mucus-questions,2014-08,2
muscle-questions,2014-08,9
nail-questions,2014-08,3
nausea-questions,2014-08,3
neck-questions,2014-08,9
nervousness-questions,2014-08,4
newborn-questions,2014-08,3
nipple-questions,2014-08,12
nose-questions,2014-08,8
numbness-questions,2014-08,8
nutrition-questions,2014-08,5
oatmeal-questions,2014-08,2
obesity-questions,2014-08,2
oil-questions,2014-08,2
orange-questions,2014-08,10
organ-questions,2014-08,2
orgasm-questions,2014-08,15
ovarian-cancer-questions,2014-08,3
ovary-questions,2014-08,8
over-the-counter-questions,2014-08,2
ovulation-questions,2014-08,7
oxycodone-questions,2014-08,4
oxygen-questions,2014-08,4
pain-management-questions,2014-08,2
pain-questions,2014-08,122
palpitation-questions,2014-08,2
panic-attack-questions,2014-08,2
pap-test-questions,2014-08,5
paranoid-behavior-questions,2014-08,2
parasite-questions,2014-08,2
pasta-questions,2014-08,2
pelvic-area-questions,2014-08,2
pelvis-questions,2014-08,12
penicillin-questions,2014-08,2
penis-questions,2014-08,51
perimenopause-questions,2014-08,4
period-questions,2014-08,178
photophobia-questions,2014-08,2
piercing-questions,2014-08,2
plant-questions,2014-08,2
poison-ivy-questions,2014-08,2
pore-questions,2014-08,3
post-menopause-questions,2014-08,3
potassium-questions,2014-08,1
pregnancy-questions,2014-08,167
pregnancy-test-questions,2014-08,11
pressure-questions,2014-08,7
prolapsed-uterus-questions,2014-08,6
prostate-cancer-questions,2014-08,2
prostate-specific-antigen-test-questions,2014-08,2
prostatitis-questions,2014-08,3
protein-questions,2014-08,3
puffiness-questions,2014-08,2
pulmonary-hypertension-questions,2014-08,2
pulse-questions,2014-08,5
puncture-wound-questions,2014-08,2
rash-questions,2014-08,3
reaction-questions,2014-08,9
red-wine-questions,2014-08,2
restless-leg-syndrome-questions,2014-08,2
rheumatoid-arthritis-questions,2014-08,2
rice-questions,2014-08,3
roseola-questions,2014-08,2
running-questions,2014-08,10
sadness-questions,2014-08,2
salt-questions,2014-08,9
scar-questions,2014-08,6
schizophrenia-questions,2014-08,3
sciatica-questions,2014-08,4
scoliosis-questions,2014-08,2
scrotum-questions,2014-08,2
seizure-questions,2014-08,2
sexual-intercourse-questions,2014-08,58
sexually-transmitted-disease-questions,2014-08,7
shingles-questions,2014-08,10
shin-questions,2014-08,2
short-stature-questions,2014-08,12
shoulder-questions,2014-08,5
sinus-infection-questions,2014-08,2
skin-questions,2014-08,38
skull-questions,2014-08,2
smell-questions,2014-08,17
smoking-questions,2014-08,16
soda-questions,2014-08,2
soft-tissue-questions,2014-08,3
sore-questions,2014-08,7
sperm-questions,2014-08,14
sphincter-questions,2014-08,2
spinal-stenosis-questions,2014-08,2
spit-questions,2014-08,5
splinter-questions,2014-08,2
splint-questions,2014-08,3
spotting-questions,2014-08,27
sprain-questions,2014-08,2
sting-questions,2014-08,11
stitches-questions,2014-08,5
stomach-cancer-questions,2014-08,2
stomach-questions,2014-08,25
stress-questions,2014-08,17
stretch-mark-questions,2014-08,2
stroke-questions,2014-08,2
stuffy-nose-questions,2014-08,2
suicide-questions,2014-08,2
supplement-questions,2014-08,4
surgery-questions,2014-08,39
swallow-questions,2014-08,2
sweating-questions,2014-08,10
swelling-questions,2014-08,48
tampon-questions,2014-08,12
taste-questions,2014-08,6
tattoo-questions,2014-08,4
tea-tree-oil-questions,2014-08,2
tenderness-questions,2014-08,21
testicle-questions,2014-08,13
testosterone-questions,2014-08,10
thigh-questions,2014-08,9
thirst-questions,2014-08,2
throat-questions,2014-08,4
thumb-questions,2014-08,2
thyroid-questions,2014-08,7
tightness-questions,2014-08,4
tinnitus-questions,2014-08,3
toddler-questions,2014-08,2
toenail-fungus-questions,2014-08,3
toenail-questions,2014-08,1
toe-questions,2014-08,9
tomato-questions,2014-08,3
tongue-questions,2014-08,4
tooth-questions,2014-08,5
torso-questions,2014-08,2
trauma-questions,2014-08,6
tremor-questions,2014-08,2
tubal-ligation-questions,2014-08,2
tuna-questions,2014-08,2
type-2-diabetes-questions,2014-08,4
ulcer-questions,2014-08,2
urethra-questions,2014-08,2
urinary-tract-infection-questions,2014-08,2
urination-questions,2014-08,13
uterine-prolapse-questions,2014-08,3
uterus-questions,2014-08,14
vaccination-questions,2014-08,4
vaginal-discharge-questions,2014-08,5
vaginal-yeast-infection-questions,2014-08,3
vagina-questions,2014-08,39
varicocele-questions,2014-08,2
varicose-vein-questions,2014-08,5
vasculitis-questions,2014-08,2
vein-questions,2014-08,7
vertigo-questions,2014-08,3
virus-questions,2014-08,9
vision-questions,2014-08,69
vitamin-d-questions,2014-08,3
vitamin-questions,2014-08,4
vomit-questions,2014-08,6
waist-questions,2014-08,5
walking-questions,2014-08,19
wart-questions,2014-08,4
weakness-questions,2014-08,11
